path,label
data/mels/000107.npy,1
data/mels/000108.npy,0
data/mels/000109.npy,0
data/mels/000110.npy,0
data/mels/000111.npy,1
data/mels/000112.npy,0
data/mels/000113.npy,0
data/mels/000114.npy,0
data/mels/000115.npy,0
data/mels/000116.npy,0
data/mels/000117.npy,1
data/mels/000118.npy,0
data/mels/000119.npy,1
data/mels/000120.npy,1
data/mels/000121.npy,0
data/mels/000122.npy,1
data/mels/000123.npy,1
data/mels/000124.npy,0
data/mels/000125.npy,0
data/mels/000126.npy,0
data/mels/000127.npy,0
data/mels/000128.npy,1
data/mels/000129.npy,0
data/mels/000130.npy,0
data/mels/000131.npy,0
data/mels/000132.npy,0
data/mels/000133.npy,0
data/mels/000134.npy,1
data/mels/000135.npy,0
data/mels/000136.npy,0
data/mels/000137.npy,1
data/mels/000138.npy,0
data/mels/000139.npy,0
data/mels/000140.npy,0
data/mels/000141.npy,0
data/mels/000142.npy,0
data/mels/000143.npy,1
data/mels/000144.npy,0
data/mels/000145.npy,0
data/mels/000146.npy,0
data/mels/000147.npy,1
data/mels/000148.npy,0
data/mels/000149.npy,0
data/mels/000150.npy,1
data/mels/000151.npy,0
data/mels/000152.npy,1
data/mels/000153.npy,1
data/mels/000154.npy,0
data/mels/000155.npy,1
data/mels/000156.npy,0
data/mels/000157.npy,1
data/mels/000158.npy,0
data/mels/000159.npy,0
data/mels/000160.npy,0
data/mels/000161.npy,1
data/mels/000162.npy,1
data/mels/000163.npy,0
data/mels/000164.npy,0
data/mels/000165.npy,1
data/mels/000166.npy,0
data/mels/000167.npy,1
data/mels/000168.npy,1
data/mels/000169.npy,1
data/mels/000170.npy,1
data/mels/000171.npy,0
data/mels/000172.npy,1
data/mels/000173.npy,1
data/mels/000174.npy,0
data/mels/000175.npy,0
data/mels/000176.npy,0
data/mels/000177.npy,1
data/mels/000178.npy,1
data/mels/000179.npy,0
data/mels/000180.npy,0
data/mels/000181.npy,1
data/mels/000182.npy,1
data/mels/000183.npy,0
data/mels/000184.npy,0
data/mels/000185.npy,1
data/mels/000186.npy,1
data/mels/000187.npy,1
data/mels/000188.npy,1
data/mels/000189.npy,0
data/mels/000190.npy,0
data/mels/000191.npy,0
data/mels/000192.npy,1
data/mels/000193.npy,0
data/mels/000194.npy,0
data/mels/000195.npy,0
data/mels/000196.npy,0
data/mels/000197.npy,1
data/mels/000198.npy,0
data/mels/000199.npy,1
data/mels/000200.npy,0
data/mels/000201.npy,1
data/mels/000202.npy,0
data/mels/000203.npy,0
data/mels/000204.npy,0
data/mels/000205.npy,0
data/mels/000206.npy,0
data/mels/000207.npy,0
data/mels/000208.npy,1
data/mels/000209.npy,0
data/mels/000210.npy,0
data/mels/000211.npy,1
data/mels/000212.npy,0
data/mels/000213.npy,0
data/mels/000214.npy,1
data/mels/000215.npy,0
data/mels/000216.npy,0
data/mels/000217.npy,0
data/mels/000218.npy,0
data/mels/000219.npy,0
data/mels/000220.npy,1
data/mels/000221.npy,1
data/mels/000222.npy,0
data/mels/000223.npy,0
data/mels/000224.npy,0
data/mels/000225.npy,1
data/mels/000226.npy,1
data/mels/000227.npy,0
data/mels/000228.npy,1
data/mels/000229.npy,0
data/mels/000230.npy,0
data/mels/000231.npy,1
data/mels/000232.npy,1
data/mels/000233.npy,0
data/mels/000234.npy,0
data/mels/000235.npy,0
data/mels/000236.npy,0
data/mels/000237.npy,1
data/mels/000238.npy,0
data/mels/000239.npy,0
data/mels/000240.npy,0
data/mels/000241.npy,0
data/mels/000242.npy,1
data/mels/000243.npy,0
data/mels/000244.npy,0
data/mels/000245.npy,1
data/mels/000246.npy,0
data/mels/000247.npy,0
data/mels/000248.npy,0
data/mels/000249.npy,1
data/mels/000250.npy,0
data/mels/000251.npy,1
data/mels/000252.npy,0
data/mels/000253.npy,0
data/mels/000254.npy,0
data/mels/000255.npy,0
data/mels/000256.npy,0
data/mels/000257.npy,0
data/mels/000258.npy,0
data/mels/000259.npy,0
data/mels/000260.npy,0
data/mels/000261.npy,0
data/mels/000262.npy,0
data/mels/000263.npy,0
data/mels/000264.npy,0
data/mels/000265.npy,1
data/mels/000266.npy,0
data/mels/000267.npy,0
data/mels/000268.npy,0
data/mels/000269.npy,1
data/mels/000270.npy,0
data/mels/000271.npy,0
data/mels/000272.npy,1
data/mels/000273.npy,0
data/mels/000274.npy,0
data/mels/000275.npy,1
data/mels/000276.npy,0
data/mels/000277.npy,0
data/mels/000278.npy,0
data/mels/000279.npy,0
data/mels/000280.npy,1
data/mels/000281.npy,0
data/mels/000282.npy,0
data/mels/000283.npy,1
data/mels/000284.npy,0
data/mels/000285.npy,0
data/mels/000286.npy,1
data/mels/000287.npy,0
data/mels/000288.npy,0
data/mels/000289.npy,0
data/mels/000290.npy,0
data/mels/000291.npy,1
data/mels/000292.npy,1
data/mels/000293.npy,0
data/mels/000294.npy,0
data/mels/000295.npy,0
data/mels/000296.npy,0
data/mels/000297.npy,0
data/mels/000298.npy,0
data/mels/000299.npy,0
data/mels/000300.npy,1
data/mels/000301.npy,1
data/mels/000302.npy,0
data/mels/000303.npy,0
data/mels/000304.npy,0
data/mels/000305.npy,0
data/mels/000306.npy,0
data/mels/000307.npy,1
data/mels/000308.npy,0
data/mels/000309.npy,0
data/mels/000310.npy,0
data/mels/000311.npy,0
data/mels/000312.npy,0
data/mels/000313.npy,0
data/mels/000314.npy,1
data/mels/000315.npy,1
data/mels/000316.npy,1
data/mels/000317.npy,0
data/mels/000318.npy,0
data/mels/000319.npy,0
data/mels/000320.npy,0
data/mels/000321.npy,0
data/mels/000322.npy,1
data/mels/000323.npy,1
data/mels/000324.npy,0
data/mels/000325.npy,0
data/mels/000326.npy,0
data/mels/000327.npy,0
data/mels/000328.npy,0
data/mels/000329.npy,1
data/mels/000330.npy,0
data/mels/000331.npy,1
data/mels/000332.npy,0
data/mels/000333.npy,0
data/mels/000334.npy,0
data/mels/000335.npy,0
data/mels/000336.npy,0
data/mels/000337.npy,1
data/mels/000338.npy,0
data/mels/000339.npy,1
data/mels/000340.npy,0
data/mels/000341.npy,1
data/mels/000342.npy,1
data/mels/000343.npy,0
data/mels/000344.npy,1
data/mels/000345.npy,1
data/mels/000346.npy,1
data/mels/000347.npy,0
data/mels/000348.npy,0
data/mels/000349.npy,1
data/mels/000350.npy,1
data/mels/000351.npy,0
data/mels/000352.npy,0
data/mels/000353.npy,0
data/mels/000354.npy,1
data/mels/000355.npy,1
data/mels/000356.npy,1
data/mels/000357.npy,1
data/mels/000358.npy,1
data/mels/000359.npy,1
data/mels/000360.npy,0
data/mels/000361.npy,0
data/mels/000362.npy,0
data/mels/000363.npy,0
data/mels/000364.npy,1
data/mels/000365.npy,1
data/mels/000366.npy,1
data/mels/000367.npy,1
data/mels/000368.npy,1
data/mels/000369.npy,0
data/mels/000370.npy,0
data/mels/000371.npy,0
data/mels/000372.npy,1
data/mels/000373.npy,0
data/mels/000374.npy,0
data/mels/000375.npy,0
data/mels/000376.npy,0
data/mels/000377.npy,0
data/mels/000378.npy,0
data/mels/000379.npy,0
data/mels/000380.npy,1
data/mels/000381.npy,0
data/mels/000382.npy,0
data/mels/000383.npy,0
data/mels/000384.npy,1
data/mels/000385.npy,0
data/mels/000386.npy,0
data/mels/000387.npy,1
data/mels/000388.npy,0
data/mels/000389.npy,0
data/mels/000390.npy,0
data/mels/000391.npy,0
data/mels/000392.npy,0
data/mels/000393.npy,1
data/mels/000394.npy,0
data/mels/000395.npy,1
data/mels/000396.npy,1
data/mels/000397.npy,1
data/mels/000398.npy,0
data/mels/000399.npy,1
data/mels/000400.npy,0
data/mels/000401.npy,0
data/mels/000402.npy,0
data/mels/000403.npy,0
data/mels/000404.npy,0
data/mels/000405.npy,0
data/mels/000406.npy,1
data/mels/000407.npy,1
data/mels/000408.npy,0
data/mels/000409.npy,0
data/mels/000410.npy,1
data/mels/000411.npy,0
data/mels/000412.npy,0
data/mels/000413.npy,1
data/mels/000414.npy,1
data/mels/000415.npy,0
data/mels/000416.npy,1
data/mels/000417.npy,1
data/mels/000418.npy,0
data/mels/000419.npy,0
data/mels/000420.npy,0
data/mels/000421.npy,0
data/mels/000422.npy,1
data/mels/000423.npy,0
data/mels/000424.npy,1
data/mels/000425.npy,0
data/mels/000426.npy,1
data/mels/000427.npy,0
data/mels/000428.npy,0
data/mels/000429.npy,0
data/mels/000430.npy,0
data/mels/000431.npy,0
data/mels/000432.npy,0
data/mels/000433.npy,0
data/mels/000434.npy,1
data/mels/000435.npy,1
data/mels/000436.npy,1
data/mels/000437.npy,0
data/mels/000438.npy,1
data/mels/000439.npy,0
data/mels/000440.npy,0
data/mels/000441.npy,1
data/mels/000442.npy,0
data/mels/000443.npy,0
data/mels/000444.npy,0
data/mels/000445.npy,0
data/mels/000446.npy,0
data/mels/000447.npy,1
data/mels/000448.npy,0
data/mels/000449.npy,0
data/mels/000450.npy,0
data/mels/000451.npy,1
data/mels/000452.npy,1
data/mels/000453.npy,1
data/mels/000454.npy,1
data/mels/000455.npy,0
data/mels/000456.npy,0
data/mels/000457.npy,0
data/mels/000458.npy,0
data/mels/000459.npy,0
data/mels/000460.npy,1
data/mels/000461.npy,1
data/mels/000462.npy,1
data/mels/000463.npy,0
data/mels/000464.npy,0
data/mels/000465.npy,0
data/mels/000466.npy,1
data/mels/000467.npy,1
data/mels/000468.npy,1
data/mels/000469.npy,1
data/mels/000470.npy,0
data/mels/000471.npy,0
data/mels/000472.npy,0
data/mels/000473.npy,1
data/mels/000474.npy,1
data/mels/000475.npy,1
data/mels/000476.npy,1
data/mels/000477.npy,1
data/mels/000478.npy,0
data/mels/000479.npy,1
data/mels/000480.npy,0
data/mels/000481.npy,0
data/mels/000482.npy,0
data/mels/000483.npy,0
data/mels/000484.npy,0
data/mels/000485.npy,1
data/mels/000486.npy,0
data/mels/000487.npy,1
data/mels/000488.npy,1
data/mels/000489.npy,1
data/mels/000490.npy,0
data/mels/000491.npy,1
data/mels/000492.npy,0
data/mels/000493.npy,0
data/mels/000494.npy,0
data/mels/000495.npy,1
data/mels/000496.npy,1
data/mels/000497.npy,0
data/mels/000498.npy,0
data/mels/000499.npy,0
data/mels/000500.npy,0
data/mels/000501.npy,0
data/mels/000502.npy,0
data/mels/000503.npy,0
data/mels/000504.npy,0
data/mels/000505.npy,0
data/mels/000506.npy,0
data/mels/000507.npy,1
data/mels/000508.npy,0
data/mels/000509.npy,0
data/mels/000510.npy,0
data/mels/000511.npy,0
data/mels/000512.npy,1
data/mels/000513.npy,0
data/mels/000514.npy,0
data/mels/000515.npy,1
data/mels/000516.npy,0
data/mels/000517.npy,0
data/mels/000518.npy,0
data/mels/000519.npy,1
data/mels/000520.npy,0
data/mels/000521.npy,0
data/mels/000522.npy,0
data/mels/000523.npy,1
data/mels/000524.npy,0
data/mels/000525.npy,1
data/mels/000526.npy,1
data/mels/000527.npy,0
data/mels/000528.npy,0
data/mels/000529.npy,0
data/mels/000530.npy,0
data/mels/000531.npy,0
data/mels/000532.npy,0
data/mels/000533.npy,0
data/mels/000534.npy,1
data/mels/000535.npy,0
data/mels/000536.npy,0
data/mels/000537.npy,0
data/mels/000538.npy,0
data/mels/000539.npy,1
data/mels/000540.npy,1
data/mels/000541.npy,0
data/mels/000542.npy,0
data/mels/000543.npy,0
data/mels/000544.npy,0
data/mels/000545.npy,1
data/mels/000546.npy,0
data/mels/000547.npy,0
data/mels/000548.npy,1
data/mels/000549.npy,0
data/mels/000550.npy,0
data/mels/000551.npy,0
data/mels/000552.npy,0
data/mels/000553.npy,0
data/mels/000554.npy,1
data/mels/000555.npy,1
data/mels/000556.npy,0
data/mels/000557.npy,0
data/mels/000558.npy,0
data/mels/000559.npy,0
data/mels/000560.npy,1
data/mels/000561.npy,0
data/mels/000562.npy,0
data/mels/000563.npy,1
data/mels/000564.npy,0
data/mels/000565.npy,1
data/mels/000566.npy,1
data/mels/000567.npy,0
data/mels/000568.npy,1
data/mels/000569.npy,1
data/mels/000570.npy,0
data/mels/000571.npy,0
data/mels/000572.npy,0
data/mels/000573.npy,0
data/mels/000574.npy,0
data/mels/000575.npy,0
data/mels/000576.npy,0
data/mels/000577.npy,0
data/mels/000578.npy,0
data/mels/000579.npy,0
data/mels/000580.npy,0
data/mels/000581.npy,0
data/mels/000582.npy,1
data/mels/000583.npy,0
data/mels/000584.npy,0
data/mels/000585.npy,1
data/mels/000586.npy,0
data/mels/000587.npy,0
data/mels/000588.npy,0
data/mels/000589.npy,0
data/mels/000590.npy,0
data/mels/000591.npy,0
data/mels/000592.npy,1
data/mels/000593.npy,1
data/mels/000594.npy,1
data/mels/000595.npy,1
data/mels/000596.npy,0
data/mels/000597.npy,0
data/mels/000598.npy,0
data/mels/000599.npy,0
data/mels/000600.npy,0
data/mels/000601.npy,0
data/mels/000602.npy,1
data/mels/000603.npy,1
data/mels/000604.npy,1
data/mels/000605.npy,0
data/mels/000606.npy,1
data/mels/000607.npy,0
data/mels/000608.npy,0
data/mels/000609.npy,0
data/mels/000610.npy,0
data/mels/000611.npy,0
data/mels/000612.npy,0
data/mels/000613.npy,1
data/mels/000614.npy,0
data/mels/000615.npy,0
data/mels/000616.npy,1
data/mels/000617.npy,1
data/mels/000618.npy,0
data/mels/000619.npy,0
data/mels/000620.npy,0
data/mels/000621.npy,0
data/mels/000622.npy,0
data/mels/000623.npy,0
data/mels/000624.npy,1
data/mels/000625.npy,0
data/mels/000626.npy,0
data/mels/000627.npy,0
data/mels/000628.npy,0
data/mels/000629.npy,1
data/mels/000630.npy,0
data/mels/000631.npy,1
data/mels/000632.npy,0
data/mels/000633.npy,0
data/mels/000634.npy,1
data/mels/000635.npy,1
data/mels/000636.npy,1
data/mels/000637.npy,0
data/mels/000638.npy,1
data/mels/000639.npy,0
data/mels/000640.npy,0
data/mels/000641.npy,0
data/mels/000642.npy,0
data/mels/000643.npy,0
data/mels/000644.npy,0
data/mels/000645.npy,0
data/mels/000646.npy,1
data/mels/000647.npy,1
data/mels/000648.npy,0
data/mels/000649.npy,0
data/mels/000650.npy,1
data/mels/000651.npy,0
data/mels/000652.npy,0
data/mels/000653.npy,0
data/mels/000654.npy,0
data/mels/000655.npy,0
data/mels/000656.npy,0
data/mels/000657.npy,0
data/mels/000658.npy,0
data/mels/000659.npy,0
data/mels/000660.npy,0
data/mels/000661.npy,1
data/mels/000662.npy,0
data/mels/000663.npy,1
data/mels/000664.npy,1
data/mels/000665.npy,0
data/mels/000666.npy,1
data/mels/000667.npy,0
data/mels/000668.npy,0
data/mels/000669.npy,1
data/mels/000670.npy,0
data/mels/000671.npy,0
data/mels/000672.npy,1
data/mels/000673.npy,0
data/mels/000674.npy,1
data/mels/000675.npy,0
data/mels/000676.npy,0
data/mels/000677.npy,1
data/mels/000678.npy,0
data/mels/000679.npy,1
data/mels/000680.npy,1
data/mels/000681.npy,0
data/mels/000682.npy,0
data/mels/000683.npy,0
data/mels/000684.npy,0
data/mels/000685.npy,1
data/mels/000686.npy,0
data/mels/000687.npy,0
data/mels/000688.npy,0
data/mels/000689.npy,1
data/mels/000690.npy,0
data/mels/000691.npy,0
data/mels/000692.npy,1
data/mels/000693.npy,0
data/mels/000694.npy,0
data/mels/000695.npy,0
data/mels/000696.npy,0
data/mels/000697.npy,0
data/mels/000698.npy,0
data/mels/000699.npy,0
data/mels/000700.npy,0
data/mels/000701.npy,0
data/mels/000702.npy,1
data/mels/000703.npy,0
data/mels/000704.npy,0
data/mels/000705.npy,0
data/mels/000706.npy,1
data/mels/000707.npy,1
data/mels/000708.npy,0
data/mels/000709.npy,0
data/mels/000710.npy,1
data/mels/000711.npy,0
data/mels/000712.npy,1
data/mels/000713.npy,0
data/mels/000714.npy,0
data/mels/000715.npy,1
data/mels/000716.npy,0
data/mels/000717.npy,0
data/mels/000718.npy,0
data/mels/000719.npy,1
data/mels/000720.npy,0
data/mels/000721.npy,1
data/mels/000722.npy,0
data/mels/000723.npy,0
data/mels/000724.npy,1
data/mels/000725.npy,0
data/mels/000726.npy,0
data/mels/000727.npy,0
data/mels/000728.npy,1
data/mels/000729.npy,0
data/mels/000730.npy,0
data/mels/000731.npy,0
data/mels/000732.npy,0
data/mels/000733.npy,0
data/mels/000734.npy,0
data/mels/000735.npy,1
data/mels/000736.npy,1
data/mels/000737.npy,1
data/mels/000738.npy,1
data/mels/000739.npy,1
data/mels/000740.npy,0
data/mels/000741.npy,0
data/mels/000742.npy,0
data/mels/000743.npy,0
data/mels/000744.npy,0
data/mels/000745.npy,1
data/mels/000746.npy,1
data/mels/000747.npy,0
data/mels/000748.npy,0
data/mels/000749.npy,0
data/mels/000750.npy,1
data/mels/000751.npy,1
data/mels/000752.npy,1
data/mels/000753.npy,1
data/mels/000754.npy,0
data/mels/000755.npy,0
data/mels/000756.npy,1
data/mels/000757.npy,0
data/mels/000758.npy,1
data/mels/000759.npy,1
data/mels/000760.npy,0
data/mels/000761.npy,0
data/mels/000762.npy,1
data/mels/000763.npy,0
data/mels/000764.npy,0
data/mels/000765.npy,0
data/mels/000766.npy,0
data/mels/000767.npy,0
data/mels/000768.npy,0
data/mels/000769.npy,0
data/mels/000770.npy,0
data/mels/000771.npy,0
data/mels/000772.npy,0
data/mels/000773.npy,0
data/mels/000774.npy,0
data/mels/000775.npy,0
data/mels/000776.npy,1
data/mels/000777.npy,1
data/mels/000778.npy,0
data/mels/000779.npy,0
data/mels/000780.npy,0
data/mels/000781.npy,1
data/mels/000782.npy,1
data/mels/000783.npy,1
data/mels/000784.npy,0
data/mels/000785.npy,1
data/mels/000786.npy,0
data/mels/000787.npy,1
data/mels/000788.npy,0
data/mels/000789.npy,1
data/mels/000790.npy,1
data/mels/000791.npy,1
data/mels/000792.npy,0
data/mels/000793.npy,0
data/mels/000794.npy,1
data/mels/000795.npy,0
data/mels/000796.npy,0
data/mels/000797.npy,0
data/mels/000798.npy,0
data/mels/000799.npy,0
data/mels/000800.npy,0
data/mels/000801.npy,0
data/mels/000802.npy,0
data/mels/000803.npy,0
data/mels/000804.npy,1
data/mels/000805.npy,0
data/mels/000806.npy,1
data/mels/000807.npy,1
data/mels/000808.npy,0
data/mels/000809.npy,1
data/mels/000810.npy,0
data/mels/000811.npy,1
data/mels/000812.npy,0
data/mels/000813.npy,0
data/mels/000814.npy,1
data/mels/000815.npy,0
data/mels/000816.npy,0
data/mels/000817.npy,0
data/mels/000818.npy,0
data/mels/000819.npy,1
data/mels/000820.npy,1
data/mels/000821.npy,0
data/mels/000822.npy,0
data/mels/000823.npy,0
data/mels/000824.npy,1
data/mels/000825.npy,0
data/mels/000826.npy,0
data/mels/000827.npy,1
data/mels/000828.npy,1
data/mels/000829.npy,0
data/mels/000830.npy,0
data/mels/000831.npy,0
data/mels/000832.npy,0
data/mels/000833.npy,1
data/mels/000834.npy,1
data/mels/000835.npy,0
data/mels/000836.npy,1
data/mels/000837.npy,0
data/mels/000838.npy,1
data/mels/000839.npy,1
data/mels/000840.npy,0
data/mels/000841.npy,0
data/mels/000842.npy,1
data/mels/000843.npy,0
data/mels/000844.npy,1
data/mels/000845.npy,0
data/mels/000846.npy,1
data/mels/000847.npy,1
data/mels/000848.npy,0
data/mels/000849.npy,0
data/mels/000850.npy,1
data/mels/000851.npy,1
data/mels/000852.npy,0
data/mels/000853.npy,0
data/mels/000854.npy,0
data/mels/000855.npy,0
data/mels/000856.npy,1
data/mels/000857.npy,0
data/mels/000858.npy,0
data/mels/000859.npy,0
data/mels/000860.npy,0
data/mels/000861.npy,0
data/mels/000862.npy,1
data/mels/000863.npy,1
data/mels/000864.npy,0
data/mels/000865.npy,0
data/mels/000866.npy,0
data/mels/000867.npy,1
data/mels/000868.npy,0
data/mels/000869.npy,0
data/mels/000870.npy,1
data/mels/000871.npy,0
data/mels/000872.npy,1
data/mels/000873.npy,0
data/mels/000874.npy,0
data/mels/000875.npy,0
data/mels/000876.npy,1
data/mels/000877.npy,0
data/mels/000878.npy,0
data/mels/000879.npy,0
data/mels/000880.npy,0
data/mels/000881.npy,0
data/mels/000882.npy,0
data/mels/000883.npy,0
data/mels/000884.npy,1
data/mels/000885.npy,1
data/mels/000886.npy,1
data/mels/000887.npy,0
data/mels/000888.npy,1
data/mels/000889.npy,0
data/mels/000890.npy,0
data/mels/000891.npy,0
data/mels/000892.npy,0
data/mels/000893.npy,0
data/mels/000894.npy,0
data/mels/000895.npy,0
data/mels/000896.npy,0
data/mels/000897.npy,0
data/mels/000898.npy,0
data/mels/000899.npy,1
data/mels/000900.npy,0
data/mels/000901.npy,0
data/mels/000902.npy,0
data/mels/000903.npy,1
data/mels/000904.npy,1
data/mels/000905.npy,1
data/mels/000906.npy,0
data/mels/000907.npy,0
data/mels/000908.npy,0
data/mels/000909.npy,0
data/mels/000910.npy,1
data/mels/000911.npy,1
data/mels/000912.npy,0
data/mels/000913.npy,0
data/mels/000914.npy,0
data/mels/000915.npy,0
data/mels/000916.npy,1
data/mels/000917.npy,1
data/mels/000918.npy,0
data/mels/000919.npy,0
data/mels/000920.npy,0
data/mels/000921.npy,0
data/mels/000922.npy,0
data/mels/000923.npy,0
data/mels/000924.npy,0
data/mels/000925.npy,0
data/mels/000926.npy,0
data/mels/000927.npy,0
data/mels/000928.npy,0
data/mels/000929.npy,0
data/mels/000930.npy,0
data/mels/000931.npy,1
data/mels/000932.npy,0
data/mels/000933.npy,1
data/mels/000934.npy,1
data/mels/000935.npy,0
data/mels/000936.npy,0
data/mels/000937.npy,1
data/mels/000938.npy,1
data/mels/000939.npy,1
data/mels/000940.npy,0
data/mels/000941.npy,0
data/mels/000942.npy,1
data/mels/000943.npy,0
data/mels/000944.npy,0
data/mels/000945.npy,1
data/mels/000946.npy,0
data/mels/000947.npy,0
data/mels/000948.npy,1
data/mels/000949.npy,1
data/mels/000950.npy,1
data/mels/000951.npy,0
data/mels/000952.npy,1
data/mels/000953.npy,0
data/mels/000954.npy,1
data/mels/000955.npy,0
data/mels/000956.npy,1
data/mels/000957.npy,0
data/mels/000958.npy,1
data/mels/000959.npy,0
data/mels/000960.npy,0
data/mels/000961.npy,0
data/mels/000962.npy,0
data/mels/000963.npy,0
data/mels/000964.npy,1
data/mels/000965.npy,1
data/mels/000966.npy,0
data/mels/000967.npy,1
data/mels/000968.npy,1
data/mels/000969.npy,1
data/mels/000970.npy,1
data/mels/000971.npy,0
data/mels/000972.npy,1
data/mels/000973.npy,0
data/mels/000974.npy,0
data/mels/000975.npy,0
data/mels/000976.npy,0
data/mels/000977.npy,1
data/mels/000978.npy,0
data/mels/000979.npy,0
data/mels/000980.npy,0
data/mels/000981.npy,0
data/mels/000982.npy,1
data/mels/000983.npy,1
data/mels/000984.npy,1
data/mels/000985.npy,0
data/mels/000986.npy,0
data/mels/000987.npy,1
data/mels/000988.npy,1
data/mels/000989.npy,0
data/mels/000990.npy,0
data/mels/000991.npy,0
data/mels/000992.npy,1
data/mels/000993.npy,0
data/mels/000994.npy,0
data/mels/000995.npy,0
data/mels/000996.npy,0
data/mels/000997.npy,0
data/mels/000998.npy,1
data/mels/000999.npy,1
data/mels/001000.npy,0
data/mels/001001.npy,0
data/mels/001002.npy,0
data/mels/001003.npy,1
data/mels/001004.npy,1
data/mels/001005.npy,0
data/mels/001006.npy,0
data/mels/001007.npy,1
data/mels/001008.npy,0
data/mels/001009.npy,1
data/mels/001010.npy,1
data/mels/001011.npy,0
data/mels/001012.npy,1
data/mels/001013.npy,1
data/mels/001014.npy,1
data/mels/001015.npy,0
data/mels/001016.npy,0
data/mels/001017.npy,0
data/mels/001018.npy,0
data/mels/001019.npy,0
data/mels/001020.npy,1
data/mels/001021.npy,0
data/mels/001022.npy,1
data/mels/001023.npy,1
data/mels/001024.npy,0
data/mels/001025.npy,1
data/mels/001026.npy,0
data/mels/001027.npy,1
data/mels/001028.npy,0
data/mels/001029.npy,1
data/mels/001030.npy,0
data/mels/001031.npy,1
data/mels/001032.npy,0
data/mels/001033.npy,0
data/mels/001034.npy,0
data/mels/001035.npy,0
data/mels/001036.npy,0
data/mels/001037.npy,0
data/mels/001038.npy,1
data/mels/001039.npy,0
data/mels/001040.npy,1
data/mels/001041.npy,1
data/mels/001042.npy,0
data/mels/001043.npy,0
data/mels/001044.npy,0
data/mels/001045.npy,0
data/mels/001046.npy,0
data/mels/001047.npy,0
data/mels/001048.npy,0
data/mels/001049.npy,0
data/mels/001050.npy,0
data/mels/001051.npy,0
data/mels/001052.npy,0
data/mels/001053.npy,0
data/mels/001054.npy,0
data/mels/001055.npy,1
data/mels/001056.npy,0
data/mels/001057.npy,0
data/mels/001058.npy,1
data/mels/001059.npy,1
data/mels/001060.npy,1
data/mels/001061.npy,0
data/mels/001062.npy,1
data/mels/001063.npy,0
data/mels/001064.npy,0
data/mels/001065.npy,0
data/mels/001066.npy,0
data/mels/001067.npy,0
data/mels/001068.npy,1
data/mels/001069.npy,1
data/mels/001070.npy,1
data/mels/001071.npy,0
data/mels/001072.npy,1
data/mels/001073.npy,1
data/mels/001074.npy,0
data/mels/001075.npy,0
